INDICATOR_VALUE,TYPE,COMMENT,ROLE,ATTACK_PHASE,OBSERVED_DATE,HANDLING,DESCRIPTION
conqueringcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
86-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coppercovid19killer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19traveldeals[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19trucking[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
babyboomcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
86covid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19tribe[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
doncovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19traumarecovery[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19trackr[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19cleaningarkansas[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19classactionlawsuits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
combatecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19cleaningar[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
dopo-corona-virus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
colimacovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
donatecovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
doihavecoronovirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
disinfezioneviruscorona[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
computecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
compute4covid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19claimlawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cienciacovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19claimlawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-claim[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19claimlawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19centralwales[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19checknow[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19centralscotland[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chulacovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19trackerapp[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-track[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19tracing[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus19d[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
combatecovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
consultaparacoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
goodnewscoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
containcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cfdvscovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
businesses-vs-covid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
clothingcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
buycoronavirusprotection[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19testkituk[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
afectadoscoronavirus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
babyinthetimeofcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
crushedcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
dfwcovid19products[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19thermometer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19tr[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19teens[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19throatswab[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackingcovid[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackingcovid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid-19compliantonline[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chirurgiehmrcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid19compliantonline[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
atlantabeatscovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
desinfeccaocovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
generationaftercoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chloroquineforcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19testingnow[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chinesecoronaviruswar[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chloroquine-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
demandascovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
checkmycovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19testkiti[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
checkmycovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
demandacovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19tec[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hippacovid-19compliant[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
design2fightcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19tcs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hippacovid19compliant[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19tipjar[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hawaiicovid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
del-coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-tr[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ayudadigitalcovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chloroquine-coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
desinfectar-coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
artscovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
allocoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
afectadosporcovid-19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
apreslecoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-pcr[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
allcovid19supply[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fightcovid-19[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
recovid[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19path[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
frontlinecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19trac[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
disinfectcovid19[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19pandemicptsd[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19[.]recipes,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19payment[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
allcoronaviruses[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
denunciascovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
teamcovid-19[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
3dforcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19patrol[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iservivedcovid-19[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
denunciascoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19tracking[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mappingcovid19[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19mx[.]app,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19pak[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19noco[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
dealingwithcovid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19usa[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushelp[.]life,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19nation[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19om[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-pandemic[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19telemedicine[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-1984[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19rapidtest[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19normailty[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19ncnoco[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19obamacare[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19ngo[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19map[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testkitcovid[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19aid[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19[.]amsterdam,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-mylocal[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19rr[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruspreppers[.]buzz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
trackcoronavirus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19obamacaresep[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19states[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19pak[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdisinfectants[.]kim,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19mortalityrate[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19modelling[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19safetysigns[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19doctor[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19motionpicture[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-sanitizer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussanitation[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruschronicals[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
albopcrcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-map[.]us,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iwcovid19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
alabamacovid19lawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
afectadosporcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19prep[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
willcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
willcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
2020covid2019[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yourcovid19experiences[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusglobal[.]club,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
15mintestcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yourcovid-19experience[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
abopcr-covid19buy[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yourcoronavirusexperience[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
15mincovid19test[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
abopcr-covid19sales[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
abogadocoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
abopcr-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
abocoyotepcr-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19help[.]nyc,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
whhatiscoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19sanity[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
19covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19soap[.]nyc,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19testkit[.]se,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
redcovid19mx[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19mindset[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mamparascoronavirus[.]pro,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19rvt[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19modeling[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
theusacovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yourcoronaviruscentral[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19centralwales[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yovenciacovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
wefightcovid[.]se,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
wwwtargetcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19vn[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
alcovid19lawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
forgecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
whenwillcoronavirusend[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusglobalimpact[.]club,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yourcovid19central[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19rpptest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19restaurants[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
forbidthecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
rapidtestcovid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19resourcecenter[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
understandcoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
maladiecovid-19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
planeducativocovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
treatmentcovid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
respondingtocovid19pandemic[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
letsdefeatcovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
urgence-covid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
neighborhoodsafecovid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
vaccincovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
usavscovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
movementtodefeatcovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
urgencecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19restoration[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
rechtsberatung-covid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
runescape-covid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
soforthilfe-coronavirus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
understandcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yourcovid-19experience[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
odessavscovid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
floridacovid19lawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
live-coronavirus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
virus-covid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tshirt-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
findcoronavirussupplies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
update-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mentalhealthcoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfinancial[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
proteccioncoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
mentalhealthcovid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
unofficialcoronavirusmask[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tulongcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19compliant[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
usaforcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruserte[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
uman4covid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testkitcovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testkitcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tshirtcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
loveinthetimeofcovid-19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tshirt-coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tshirtcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
trucovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-training[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdrug[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19us[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-tn[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusenespanol[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-espanol[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbusinessaid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbusinessrelief[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscensuscollective[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdiary[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
wwtargetcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
trumponcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
worldfightscovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tribecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-resource[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
financingcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19resilience[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
worldaftercoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
flcovid19reliefresources[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
financecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19reliefcheck[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
financecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19repellent[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19refi[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19reliefmoney[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-refinance[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19remotejobs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-refi[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19refinance[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19reliefcredit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19regina[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-cos[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fightcoronavirustime[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19tjh[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19co[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
worldcoronavirusupdates[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19refi[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
wpcovid19resources[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19referendum[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-referendum[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
worldcoronavirusinfo[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19recovered[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19recoverysupplies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19recoverydiy[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbusinesshelp[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19superyacht[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid2019book[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusseguro[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussafetycleaning[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19rapidvirustest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-sars-cov-2[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus3d[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusshitisreal[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusantibody[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19tipjar[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19telemedicine[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-words[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusyellowpages[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19centralengland[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19central[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19centralscotland[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19telehealth[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusvisualized[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusway[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19survey[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusvirtualmd[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
countingcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cottonbeatscovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
countingcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusvassine[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustribe[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusvaccinators[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusunexplained[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
